,name,name_eng,problems
9595,공고자동차공업사,Gonggo Automobile Company,"[('공업', 'Industry')]"
9654,유명자동차공업사,famous automobile company,"[('공업', 'Industry')]"
10402,명성공업사,"Myeongseong Industrial Co., Ltd.","[('공업', 'Industry')]"
10429,스마트자동차공업사,Smart Automobile Company,"[('공업', 'Industry')]"
10729,세진자동차공업사,Sejin Automobile,"[('공업', 'Industry')]"
10833,카맨자동차공업사,"Carman Automobile Co., Ltd.","[('공업', 'Industry')]"
11749,영종자동차공업사,"Yeongjong Automobile Co., Ltd.","[('공업', 'Industry')]"
11822,대한자동차공업사,Korea Automobile Corporation,"[('공업', 'Industry')]"
12084,모든자동차공업사,All automobile companies,"[('공업', 'Industry')]"
12399,카포스 기륜자동차공업사,"Carpos Kiryun Automobile Co., Ltd.","[('공업', 'Industry'), ('포스', 'Force')]"
12622,영진공업사,Youngjin Industrial Co.,"[('공업', 'Industry')]"
12705,농장자동차공업사,Farm Automobile Company,"[('공업', 'Industry')]"
12813,동양자동차공업사,"Dongyang Automobile Co., Ltd.","[('공업', 'Industry')]"
12916,카포스 정우자동차공업사,"Carpos Jungwoo Automobile Co., Ltd.","[('공업', 'Industry'), ('포스', 'Force')]"
13024,친절한CAR서비스공업사 검암점,Friendly car service company  Geomam,"[('공업', 'Industry')]"
13029,명품광택,luxury gloss,"[('광택', 'Polish')]"
13071,카포스 재경카센타,Carpos Finance Car Center,"[('포스', 'Force')]"
13138,카포스우정오토자동차공업사,"Capos Friendship Auto Automobile Co., Ltd.","[('공업', 'Industry'), ('포스', 'Force')]"
13393,카맨샵 조은자동차공업사,"Carman Shop Joeun Automobile Co., Ltd.","[('공업', 'Industry')]"
13475,쌍용자동차백령자동차1급정비공업사,Ssangyong Motor Baengnyeong Automobile Class 1 Maintenance Company,"[('공업', 'Industry'), ('정비', 'Repair')]"
14114,하이카프라자 송월점 하인천자동차공업사,"Hi-Car Plaza Songwol Branch Haincheon Automobile Co., Ltd.","[('공업', 'Industry')]"
14955,제일자동차공업사,Jeil Automobile,"[('공업', 'Industry')]"
14983,준카공업사,Junka Industrial Co.,"[('공업', 'Industry')]"
15298,타타대우상용차 인천직영정비사업소,Tata Daewoo Commercial Vehicle Incheon Direct Maintenance Office,"[('정비', 'Repair')]"
15534,세진자동차공업사,Sejin Automobile,"[('공업', 'Industry')]"
15623,나라자동차정비공업사,Nara Auto Repair Company,"[('공업', 'Industry')]"
16118,카포스 신한자동차공업사,Carpos Shinhan Automobile Ind.,"[('공업', 'Industry'), ('포스', 'Force')]"
16492,행복한정비샵,happy maintenance shop,"[('정비', 'Repair')]"
16516,성용자동차공업사,"Sungyong Automobile Co., Ltd.","[('공업', 'Industry')]"
16930,SJ자동차공업사,SJ Automobile,"[('공업', 'Industry')]"
16960,기아오토큐 남인천서비스,Kia AutoQ Dongseo Motors,"[('인천', 'Incheon'), ('서비스', 'Service')]"
17036,금곡자동차공업사,"Geumgok Automobile Co., Ltd.","[('공업', 'Industry')]"
17040,카포스은혜자동차공업사,"Capos Grace Automobile Co., Ltd.","[('공업', 'Industry'), ('포스', 'Force')]"
17415,동진자동차공업사,Dongjin Automobile,"[('공업', 'Industry')]"
17848,그랜드카센터,Grand Car Center,"[('랜드', 'Land')]"
18438,한정자동차공업사,"Hanjeong Automobile Co., Ltd.","[('공업', 'Industry')]"
18834,카포스 월드카25시,Carpos World Car 25 Hours,"[('포스', 'Force')]"
18913,형제자동차공업사,Brothers Automobile Co.,"[('공업', 'Industry')]"
19100,청송자동차공업사,"Cheongsong Automobile Co., Ltd.","[('공업', 'Industry')]"
19687,착한정비센터계양점,Good Maintenance Center Gyeyang,"[('정비', 'Repair')]"
19701,돼지카공업사,pig car maker,"[('공업', 'Industry')]"
20828,운연공업사,transportation company,"[('공업', 'Industry')]"
20925,대평자동차공업사,"Daepyeong Automobile Co., Ltd.","[('공업', 'Industry')]"
20950,한우리자동차공업사,"Hanwoori Automobile Co., Ltd.","[('공업', 'Industry')]"
21716,새신자동차공업사,"Saesin Automobile Co., Ltd.","[('공업', 'Industry')]"
21969,10년타기정비센터부개2점,10 Years Ride Maintenance Center Bulkhead 2 Points,"[('정비', 'Repair')]"
22201,승진자동차공업사,"Jinjin Automobile Co., Ltd.","[('공업', 'Industry')]"
22329,신일자동차공업사,Shinil Automobile,"[('공업', 'Industry')]"
22418,현대오토자동차공업사,"Hyundai Automobile Co., Ltd.","[('공업', 'Industry')]"
22776,10년타기정비센터부평점선진자동차마을,10-Year Maintenance Center Bupyeongjeom Sunjin Automobile Village,"[('정비', 'Repair')]"
22787,남양자동차공업사,"Namyang Automobile Co., Ltd.","[('공업', 'Industry')]"
23062,정민자동차공업사,"Jeongmin Automobile Co., Ltd.","[('공업', 'Industry')]"
23240,투투정비 대한1급자동차공장,Tutu Maintenance Daehan First Class Automobile Factory,"[('정비', 'Repair')]"
23299,1970광택,1970 gloss,"[('광택', 'Polish')]"
23355,부광자동차공업사,Bukwang Automobile,"[('공업', 'Industry')]"
23392,카포스 공진카공업사,"Carpos Gongjin Car Industry Co., Ltd.","[('포스', 'Force')]"
23783,매직카공업사,Magic car company,"[('공업', 'Industry')]"
23807,서울자동차공업사,Seoul Automobile Corporation,"[('공업', 'Industry')]"
23887,카포스 간석자동차공업사,"Carpos Ganseok Automobile Co., Ltd.","[('공업', 'Industry'), ('포스', 'Force')]"
23973,카포스명석자동차공업사,"Carpos Myeongseok Automobile Co., Ltd.","[('공업', 'Industry'), ('포스', 'Force')]"
24141,영국자동차공업사,British automaker,"[('공업', 'Industry')]"
24688,10년타기정비센터 산곡점,10-Year Maintenance Center Sangok Branch,"[('정비', 'Repair')]"
24730,부부자동차공업사,couple automobile company,"[('공업', 'Industry')]"
25014,르노코리아자동차 서비스코너 옥련점,Renault Korea Automobile  Designated Maintenance Corner  Ongnyeon Branch,"[('서비스', 'Service')]"
25341,카포스경기자동차공업사,"Carpos Gyeonggi Automobile Co., Ltd.","[('공업', 'Industry'), ('포스', 'Force')]"
25526,10년타기정비센터카프정비센터 십정점,10 Years Tagi Maintenance Center Carp Maintenance Center Sipjeong Branch,"[('정비', 'Repair')]"
25750,영진자동차공업사,Youngjin Automobile,"[('공업', 'Industry')]"
25889,CN바이크충남오토바이,CN Bike Chungnam Motorcycle,"[('오토', 'Auto')]"
26913,카포스세광자동차공업사,"Carpos Segwang Automobile Industry Co., Ltd.","[('포스', 'Force')]"
27748,카포스 신안자동차공업사 검단점,Carpos Shinan Automobile Industry Geomdan Branch,"[('포스', 'Force')]"
27760,카포스 플러스카공업사,"Carpos Plus Car Industry Co., Ltd.","[('포스', 'Force')]"
27889,스피드자동차공업사,speed car company,"[('공업', 'Industry')]"
27974,전진하이테크자동차정비센터,Jeonjin High-Tech Automobile Maintenance Center,"[('정비', 'Repair')]"
27984,인천정비,Incheon Maintenance,"[('정비', 'Repair')]"
28089,인천자동차공업사,Incheon Automobile Corporation,"[('공업', 'Industry')]"
28092,르노코리아자동차 서비스코너 인천논현점,Renault Korea Automobile Designated Maintenance Corner  Incheon Nonhyeon Branch,"[('서비스', 'Service')]"
28144,백마자동차공업사,"Baekma Automobile Co., Ltd.","[('공업', 'Industry')]"
28465,상훈자동차공업사,"Sanghoon Automobile Co., Ltd.","[('공업', 'Industry')]"
28500,광은밍광택,luster,"[('광택', 'Polish')]"
28655,유식자동차공업사,Yusik Automobile Company,"[('공업', 'Industry')]"
28657,현대그린공업사,Hyundai Green Industries,"[('공업', 'Industry')]"
28713,카포스 대성자동차공업사,"Carpos Daesung Automobile Co., Ltd.","[('공업', 'Industry'), ('포스', 'Force')]"
29561,신흥자동차공업사,Shinheung Automobile,"[('공업', 'Industry')]"
29820,카포스 동연자동차공업사,"Carpos Dongyeon Automobile Co., Ltd.","[('공업', 'Industry'), ('포스', 'Force')]"
30107,천우광택,Chunwoo Gloss,"[('광택', 'Polish')]"
30134,영일자동차공업사,"Youngil Automobile Co., Ltd.","[('공업', 'Industry')]"
30324,레디카서비스OK자동차공업사,"Ready Car Service OK Automobile Co., Ltd.","[('공업', 'Industry')]"
30598,카포스 화성자동차공업사,Hwaseong Automobile Co.,"[('공업', 'Industry'), ('포스', 'Force')]"
30628,동영자동차공업사,Dongyoung Automobile,"[('공업', 'Industry')]"
30735,카포스 장한자동차,carposing car,"[('포스', 'Force')]"
30849,하이카프라자뉴현대자동차공업사,Hi-Car Plaza New Hyundai Motor Company,"[('공업', 'Industry')]"
31016,무주지포트 인천서구점 신화정비공업사,Mujuji Port Incheon Seogu Branch Shinhwa Maintenance Company,"[('공업', 'Industry'), ('정비', 'Repair')]"
31177,서일자동차공업사,Seoil Automobile,"[('공업', 'Industry')]"
31233,국제자동차공업사,International Automobile Company,"[('공업', 'Industry')]"
31246,착한정비센터연수자동차청학점,Good Maintenance Center Training Automobile Administration Credit,"[('정비', 'Repair')]"
31399,하이카프라자 윤성자동차공업사 선학점,Hi-Car Plaza Yunseong Automobile Company Seon Credit,"[('공업', 'Industry')]"
31475,오토밸리1급공업사,Auto Valley 1st class company,"[('공업', 'Industry')]"
31662,카포스인천자동차공업사,"Carpos Incheon Automobile Industry Co., Ltd.","[('포스', 'Force')]"
31664,카포스정성자동차공업사,"Carpos Jeongseong Automobile Co., Ltd.","[('공업', 'Industry'), ('포스', 'Force')]"
31673,1급 팀 자동차 정비사업소,Level 1 Team Automobile Maintenance Office,"[('정비', 'Repair')]"
31720,흥인자동차공업사,Heungin Automobile,"[('공업', 'Industry')]"
31927,오시오자동차공업사,"Oshio Automobile Co., Ltd.","[('공업', 'Industry')]"
31965,미추홀자동차공업사,"Michuhol Automobile Co., Ltd.","[('공업', 'Industry')]"
32007,10년타기정비센터 석남점,10-Year Maintenance Center  Seoknam Branch,"[('정비', 'Repair')]"
32333,쌍용자동차 남동정비센터,Ssangyong Motor Namdong Maintenance Center,"[('정비', 'Repair')]"
32370,길상정비공업사,Gilsang maintenance company,"[('공업', 'Industry'), ('정비', 'Repair')]"
32425,일진광택,Iljin Gloss,"[('광택', 'Polish')]"
33215,영부자동차공업사,Youngbu Automobile Co.,"[('공업', 'Industry')]"
33253,카포스동남자동차공업사,"Carpos Dongnam Automobile Co., Ltd.","[('공업', 'Industry'), ('포스', 'Force')]"
33778,영남자동차공업사,Yeongnam Automobile Co.,"[('공업', 'Industry')]"
33937,희망자동차공업사,"Hope Automobile Co., Ltd.","[('공업', 'Industry')]"
34093,자동차수리공업사,auto repair company,"[('공업', 'Industry')]"
34139,쌍용전문정비센터,Ssangyong Specialized Maintenance Center,"[('정비', 'Repair')]"
34189,우일자동차공업사,Wooil Automobile,"[('공업', 'Industry')]"
34247,카포스 콜정비자동차공업사,"Carpos Call Maintenance Automobile Co., Ltd.","[('공업', 'Industry'), ('정비', 'Repair'), ('포스', 'Force')]"
34382,진자동차정비,Jin car maintenance,"[('정비', 'Repair')]"
34512,주안자동차공업사,"Juan Automobile Co., Ltd.","[('공업', 'Industry')]"
34843,현대자동차블루핸즈대원자동차공업사,"Hyundai Motor Blue Hands Daewon Automobile Co., Ltd.","[('공업', 'Industry')]"
35024,프로광택,pro gloss,"[('광택', 'Polish')]"
35448,소리카공업사,"SORIKA CO., LTD.","[('공업', 'Industry')]"
35459,카포스 조은모터스,Carpos Joeun Motors,"[('포스', 'Force')]"
35469,카포스하이탑자동차서비스,Carpos High Top Car Service,"[('포스', 'Force')]"
35976,1급애니오토자동차공업사,1st grade Ani Auto Automobile Company,"[('공업', 'Industry')]"
35991,카포스 한국자동차공업사,"Carpos Korea Automobile Industry Co., Ltd.","[('포스', 'Force')]"
36069,수석3급자동차공업사,Senior Level 3 Automobile Manufacturer,"[('공업', 'Industry')]"
36179,보령종합카정비,Boryeong car maintenance,"[('정비', 'Repair')]"
36211,카포스 태평자동차공업사,"Carpos Taepyeong Automobile Co., Ltd.","[('공업', 'Industry'), ('포스', 'Force')]"
36529,부부광택,couple gloss,"[('광택', 'Polish')]"
36790,그린자동차공업사,Green Automobile Company,"[('공업', 'Industry')]"
36886,플러스카케어 손세차와 정비,Plus Car Care hand washing and maintenance,"[('정비', 'Repair')]"
37092,르노코리아자동차서비스코너 구월점,Renault Korea Automobile Designated Maintenance Corner  Guwol,"[('서비스', 'Service')]"
37180,현대자동차공업사,Hyundai Motor Company,"[('공업', 'Industry')]"
37266,카포스 현대카픽스,Carpos Hyundai Carfix,"[('포스', 'Force')]"
37282,진도자동차공업사,"Jindo Automobile Co., Ltd.","[('공업', 'Industry')]"
37406,희망자동차공업사,"Hope Automobile Co., Ltd.","[('공업', 'Industry')]"
37572,1급 디케이 자동차공업사,1st grade DK Automobile Company,"[('공업', 'Industry')]"
39112,태창정비공업사,Taechang Maintenance,"[('공업', 'Industry'), ('정비', 'Repair')]"
39844,영주자동차공업사,Yeongju Automobile,"[('공업', 'Industry')]"
40074,카포스오토메인라인,Capos Auto Main Line,"[('포스', 'Force')]"
40129,차차자동차정비공업사,Cha Cha Automobile Maintenance Company,"[('공업', 'Industry'), ('정비', 'Repair')]"
40609,오토맨,ottoman,"[('오토', 'Auto')]"
41969,기아오토큐 남동서비스,Kia AutoQ Seungil Automotive Industry,"[('서비스', 'Service')]"
42189,대지자동차공업사,"Daeji Automobile Co., Ltd.","[('공업', 'Industry')]"
42228,카포스 두영자동차공업사,Carpos Dooyoung Automobile Ind.,"[('공업', 'Industry'), ('포스', 'Force')]"
42578,형제자동차공업사,Brothers Automobile Co.,"[('공업', 'Industry')]"
42678,태창자동차공업사,Taechang Automobile,"[('공업', 'Industry')]"
42682,세진자동차공업사,Sejin Automobile,"[('공업', 'Industry')]"
43151,카포스올레파크,Capos Olle Park,"[('포스', 'Force')]"
43269,현대자동차공업사,Hyundai Motor Company,"[('공업', 'Industry')]"
43796,해강자동차정비공업사,Haegang Automobile Maintenance Company,"[('공업', 'Industry'), ('정비', 'Repair')]"
43996,삼성자동차정비공업사,Samsung Auto Repair Company,"[('공업', 'Industry')]"
44338,한승자동차공업사,Hanseung Motor Company,"[('공업', 'Industry')]"
44371,공항자동차공업사,Airport Automobile Company,"[('공업', 'Industry')]"
44548,카포스 서부자동차공업사,"Carpos Western Automobile Co., Ltd.","[('공업', 'Industry'), ('포스', 'Force')]"
44886,승제자동차공업사,"Seungje Automobile Co., Ltd.","[('공업', 'Industry')]"
45266,영일사자동차공업사,Youngilsa Automobile Corporation,"[('공업', 'Industry')]"
45410,국제자동차공업사,International Automobile Company,"[('공업', 'Industry')]"
45592,형통자동차공업사,"Hyeongtong Automobile Co., Ltd.","[('공업', 'Industry')]"
45632,현대자동차공업사,Hyundai Motor Company,"[('공업', 'Industry')]"
45633,태원자동차공업사,Taewon Automobile,"[('공업', 'Industry')]"
45792,메트로자동차공업사,"Metro Automobile Co., Ltd.","[('공업', 'Industry')]"
45892,동광공업사,Dongkwang Industrial Co.,"[('공업', 'Industry')]"
46085,남향자동차공업사,Namhyang Automobile Co.,"[('공업', 'Industry')]"
46111,광명자동차공업사,Gwangmyeong Automobile,"[('공업', 'Industry')]"
46783,정기자동차공업사,Regular Automobile Company,"[('공업', 'Industry')]"
46792,투투정비 인천남동센터,Tutu Maintenance Incheon Namdong Center,"[('정비', 'Repair')]"
46961,태양자동차공업사,"Solar Automobile Co., Ltd.","[('공업', 'Industry')]"
47165,10년타기정비센터 주안남부점,10-Year Tagi Maintenance Center Juan Nambu Branch,"[('정비', 'Repair')]"
47834,드림카공업사,dream car company,"[('공업', 'Industry')]"
47903,공성자동차정비공업사,Gongseong Automobile Maintenance Company,"[('공업', 'Industry'), ('정비', 'Repair')]"
47997,성삼자동차공업사,Seongsam Automobile,"[('공업', 'Industry')]"
48023,원우공업사,Wonwoo Industries,"[('공업', 'Industry')]"
48181,카포스 청수카공업사,"Carpos Cheongsu Car Industry Co., Ltd.","[('포스', 'Force')]"
48310,10년타기정비센터 만수1점,10 Years Ride Maintenance Center Mansu 1 point,"[('정비', 'Repair')]"
48386,대진자동차공업사,Daejin Motor Company,"[('공업', 'Industry')]"
48515,카포스 옥림카서비스,Carpos Okrim Car Service,"[('포스', 'Force')]"
49785,동호자동차공업사,"Dongho Automobile Co., Ltd.","[('공업', 'Industry')]"
49871,태흥오토바이 서구총판,Taeheung Motorcycle Seo-gu Distributor,"[('오토', 'Auto')]"
49911,부흥자동차공업사,"Buheung Automobile Co., Ltd.","[('공업', 'Industry')]"
50124,청양자동차정비 논현점,Cheongyang Auto Maintenance Nonhyeon Branch,"[('정비', 'Repair')]"
50240,류카공업사,Ryuka Industrial Co.,"[('공업', 'Industry')]"
50277,현대기아정비센터,Hyundai Kia Maintenance Center,"[('정비', 'Repair')]"
50519,블루텍광택세차,Blue Tech Glossy Car Wash,"[('광택', 'Polish')]"
50611,명진자동차공업사,"Myungjin Automobile Co., Ltd.","[('공업', 'Industry')]"
50811,스타광택,star gloss,"[('광택', 'Polish')]"
51061,풍산자동차공업사,Poongsan Automobile,"[('공업', 'Industry')]"
51068,카포스 기남자동차공업사,"Carpos Kinam Automobile Industry Co., Ltd.","[('포스', 'Force')]"
51136,마스타영광자동차공업사인천주안7호점,"Master Youngkwang Automobile Industry 7th Branch, Cheonjuan","[('인천', 'Incheon')]"
51553,프로모터스정비세차장,Promoters Maintenance Car Wash,"[('정비', 'Repair'), ('모터스', 'Motors')]"
51751,진광택,Jin Kwang Taek,"[('광택', 'Polish')]"
51921,중앙자동차공업사,"JoongAng Automobile Co., Ltd.","[('공업', 'Industry')]"
51972,서구자동차공업사,Seogu Automobile,"[('공업', 'Industry')]"
52129,부중자동차공업사,"Bujung Automobile Co., Ltd.","[('공업', 'Industry')]"
52455,카포스 장봉자동차공업사,"Carpos Jangbong Automobile Co., Ltd.","[('공업', 'Industry'), ('포스', 'Force')]"
53203,1급세운자동차공업사,1st Class Sewoon Automobile Company,"[('공업', 'Industry')]"
53219,JT판금도색광택,JT sheet metal luster,"[('광택', 'Polish')]"
53241,창일자동차공업사,"Changil Automobile Co., Ltd.","[('공업', 'Industry')]"
53312,듀얼자동차광택,dual car gloss,"[('광택', 'Polish')]"
53683,에코현대자동차공업사,Eco Hyundai Motor Company,"[('공업', 'Industry')]"
53988,예손자동차공업사,Yeson Automobile,"[('공업', 'Industry')]"
54024,카포스 대명자동차공업사,"Carpos Daemyung Automobile Co., Ltd.","[('공업', 'Industry'), ('포스', 'Force')]"
54301,태원공업사,Taewon Industries,"[('공업', 'Industry')]"
54480,강화운수1급정비공장,Ganghwa Transport Class 1 Maintenance Plant,"[('정비', 'Repair')]"
55083,카포스 성실자동차공업사,"Carpos Sincerity Automobile Co., Ltd.","[('공업', 'Industry'), ('포스', 'Force')]"
55351,하영자동차공업사,Hayoung Automobile,"[('공업', 'Industry')]"
55389,성원차광택,Sungwon Cha Gloss,"[('광택', 'Polish')]"
55903,현대&기아자동차공업사,Hyundai & Kia Motor Company,"[('공업', 'Industry')]"
55942,SD덴트광택 송도점,SD Dent Gloss Songdo Branch,"[('광택', 'Polish')]"
56283,라이프자동차공업사,"Life Automobile Co., Ltd.","[('공업', 'Industry')]"
56334,카포스새한자동차공업사,"Carpos Saehan Automobile Co., Ltd.","[('공업', 'Industry'), ('포스', 'Force')]"
56947,서광자동차공업사,Seokwang Automobile,"[('공업', 'Industry')]"
57005,자동차정비마을,car maintenance village,"[('정비', 'Repair')]"
57359,진석자동차공업사,"Jinseok Automobile Co., Ltd.","[('공업', 'Industry')]"
57377,우진자동차공업사,Woojin Automobile,"[('공업', 'Industry')]"
57742,백마자동차공업사,"Baekma Automobile Co., Ltd.","[('공업', 'Industry')]"
57846,다산광택,fertility gloss,"[('광택', 'Polish')]"
58124,오토프로업자동차공업사,"Auto Pro-up Automobile Co., Ltd.","[('공업', 'Industry')]"
58993,카포스황제자동차공업사,"Carpos Emperor Automobile Co., Ltd.","[('공업', 'Industry'), ('포스', 'Force')]"
59840,성민자동차공업사,"Sungmin Automobile Co., Ltd.","[('공업', 'Industry')]"
59843,미광광택,matte gloss,"[('광택', 'Polish')]"
60010,대부모터스공업사,Daebu Motors,"[('공업', 'Industry')]"
60430,동양자동차공업사,"Dongyang Automobile Co., Ltd.","[('공업', 'Industry')]"
60620,대덕자동차공업사,"Daedeok Automobile Co., Ltd.","[('공업', 'Industry')]"
60664,home광택,home gloss,"[('광택', 'Polish')]"
61131,카포스 진보자동차공업사,"Carpos Jinbo Automobile Co., Ltd.","[('공업', 'Industry'), ('포스', 'Force')]"
61520,신자동차공업사,new automobile company,"[('공업', 'Industry')]"
61840,부평택시미터자동차공업사,"Bupyeong Taxi Meter Automobile Co., Ltd.","[('공업', 'Industry')]"
62175,해안자동차공업사,"Haeahn Automobile Co., Ltd.","[('공업', 'Industry')]"
62225,바로바로자동차공업사,Baro Baro Automobile Co.,"[('공업', 'Industry')]"
62471,세븐코팅광택전문점,Seven Coating Glossy Store,"[('광택', 'Polish')]"
62735,카포스 월드자동차공업사,"Carpos World Automobile Co., Ltd.","[('공업', 'Industry'), ('포스', 'Force')]"
62816,신자동차공업사,new automobile company,"[('공업', 'Industry')]"
62950,카포스 현대24시자동차공업사,"Carpos Hyundai 24 Hour Automobile Co., Ltd.","[('공업', 'Industry'), ('포스', 'Force')]"
63298,실로암자동차공업사,"Siloam Automobile Co., Ltd.","[('공업', 'Industry')]"
63312,동우공업사,Dongwoo Industries,"[('공업', 'Industry')]"
63354,카포스 오토라인자동차공업사,"Carpos Autoline Automobile Co., Ltd.","[('공업', 'Industry'), ('포스', 'Force')]"
63852,카포스 미래자동차공업사,"Carpos Future Automobile Co., Ltd.","[('공업', 'Industry'), ('포스', 'Force')]"
63999,예스모터스 수입차정비,Yes Motors Imported car maintenance,"[('정비', 'Repair')]"
64682,자유자동차공업사,Freedom Automobile Company,"[('공업', 'Industry')]"
64780,모비스정비센타,Mobis Maintenance Center,"[('정비', 'Repair')]"
64786,유명자동차공업사,famous automobile company,"[('공업', 'Industry')]"
64986,카포스 진성자동차,Carpos Jinsung Motors,"[('포스', 'Force')]"
65222,동일자동차공업사,Dongil Automobile Co.,"[('공업', 'Industry')]"
65405,신비자동차공업사,"Sinb Automobile Co., Ltd.","[('공업', 'Industry')]"
65564,준자동차공업사,semi-automotive company,"[('공업', 'Industry')]"
65618,코리아모터스자동차공업사,"Korea Motors Automobile Co., Ltd.","[('공업', 'Industry')]"
65702,진영자동차공업사,Jinyoung Automobile,"[('공업', 'Industry')]"
65806,성산자동차공업사,"Seongsan Automobile Co., Ltd.","[('공업', 'Industry')]"
65812,청우자동차공업사,"Cheongwoo Automobile Co., Ltd.","[('공업', 'Industry')]"
65848,카포스 킹자동차공업사,"Carpos King Automobile Co., Ltd.","[('공업', 'Industry'), ('포스', 'Force')]"
65946,카포스 청풍자동차공업사,"Carpos Cheongpung Automobile Co., Ltd.","[('공업', 'Industry'), ('포스', 'Force')]"
66182,정재자동차공업사,"Jeongjae Automobile Co., Ltd.","[('공업', 'Industry')]"
66308,동서자동차공업사,Dongseo Automobile Co.,"[('공업', 'Industry')]"
66703,신세기광택,New Century Gloss,"[('광택', 'Polish')]"
67087,우성자동차공업사,"Woosung Automobile Co., Ltd.","[('공업', 'Industry')]"
67372,삼흥자동차공업사,Samheung Automobile,"[('공업', 'Industry')]"
68037,도영자동차공업사,Doyoung Automobile,"[('공업', 'Industry')]"
68692,주안자동차공업사,"Juan Automobile Co., Ltd.","[('공업', 'Industry')]"
69212,밍광택,luster,"[('광택', 'Polish')]"
69310,정광택,Jung Gwang-taek,"[('광택', 'Polish')]"
69640,미진자동차공업사,"Mijin Automobile Co., Ltd.","[('공업', 'Industry')]"
69776,극동공업사,Kukdong Industrial Co.,"[('공업', 'Industry')]"
70082,카포스 한일카서비스,Carpos Hanil Car Service,"[('포스', 'Force')]"
70200,자동차정비마을공업사,Automobile Maintenance Village,"[('공업', 'Industry'), ('정비', 'Repair')]"
70395,우림자동차공업사,"Woolim Automobile Co., Ltd.","[('공업', 'Industry')]"
71355,신우자동차공업사,Shinwoo Automobile,"[('공업', 'Industry')]"
71408,창원자동차공업사,"Changwon Automobile Co., Ltd.","[('공업', 'Industry')]"
71629,성진자동차공업사,Sungjin Automobile,"[('공업', 'Industry')]"
72428,올레모터스종합정비센터,Olle Motors Maintenance Center,"[('정비', 'Repair')]"
72536,그린자동차공업사,Green Automobile Company,"[('공업', 'Industry')]"
72767,카포스동원자동차공업사,"Carpos Dongwon Automobile Co., Ltd.","[('공업', 'Industry'), ('포스', 'Force')]"
73017,카포스 주연자동차공업사,Carpos Joo-yeon Automobile Industry Company,"[('포스', 'Force')]"
73052,대왕자동차공업사,Daewang Automobile,"[('공업', 'Industry')]"
74053,김도영정비,Kim Do-young maintenance,"[('정비', 'Repair')]"
74436,이상한데 오토바이,weird motorcycle,"[('오토', 'Auto')]"
74900,한샘자동차공업사,Hanssem Automobile,"[('공업', 'Industry')]"
